5632.9	0.05	
5632.90025	0.05	
5632.9005	0.05	
5632.90075	0.05	
5632.901	0.05	
5632.90125	0.05	
5632.9015	0.05	
5632.90175	0.05	
5632.902	0.05	
5632.90225	0.05	
5632.9025	0.05	
5632.90275	0.05	
5632.903	0.05	
5632.90325	0.05	
5632.9035	0.05	
5632.90375	0.05	
5632.904	0.05	
5632.90425	0.05	
5632.9045	0.05	
5632.90475	0.05	
5632.905	0.05	
5632.90525	0.05	
5632.9055	0.05	
5632.90575	0.05	
5632.906	0.05	
5632.90625	0.05	
5632.9065	0.05	
5632.90675	0.05	
5632.907	0.05	
5632.90725	0.05	
5632.9075	0.05	
5632.90775	0.05	
5632.908	0.05	
5632.90825	0.05	
5632.9085	0.05	
5632.90875	0.05	
5632.909	0.05	
5632.90925	0.05	
5632.9095	0.05	
5632.90975	0.05	
5632.91	0.05	
5632.91025	0.05	
5632.9105	0.05	
5632.91075	0.049	
5632.911	0.05	
5632.91125	0.049	
5632.9115	0.05	
5632.91175	0.049	
5632.912	0.049	
5632.91225	0.05	
5632.9125	0.05	
5632.91275	0.05	
5632.913	0.049	
5632.91325	0.05	
5632.9135	0.05	
5632.91375	0.049	
5632.914	0.05	
5632.91425	0.049	
5632.9145	0.05	
5632.91475	0.049	
5632.915	0.049	
5632.91525	0.049	
5632.9155	0.049	
5632.91575	0.049	
5632.916	0.049	
5632.91625	0.049	
5632.9165	0.049	
5632.91675	0.049	
5632.917	0.049	
5632.91725	0.049	
5632.9175	0.049	
5632.91775	0.049	
5632.918	0.049	
5632.91825	0.049	
5632.9185	0.049	
5632.91875	0.049	
5632.919	0.049	
5632.91925	0.049	
5632.9195	0.049	
5632.91975	0.049	
5632.92	0.049	
5632.92025	0.049	
5632.9205	0.049	
5632.92075	0.049	
5632.921	0.049	
5632.92125	0.049	
5632.9215	0.049	
5632.92175	0.049	
5632.922	0.049	
5632.92225	0.049	
5632.9225	0.049	
5632.92275	0.049	
5632.923	0.049	
5632.92325	0.049	
5632.9235	0.049	
5632.92375	0.049	
5632.924	0.049	
5632.92425	0.049	
5632.9245	0.049	
5632.92475	0.049	
5632.925	0.049	
5632.92525	0.049	
5632.9255	0.049	
5632.92575	0.049	
5632.926	0.049	
5632.92625	0.049	
5632.9265	0.049	
5632.92675	0.049	
5632.927	0.049	
5632.92725	0.049	
5632.9275	0.049	
5632.92775	0.049	
5632.928	0.049	
5632.92825	0.049	
5632.9285	0.049	
5632.92875	0.049	
5632.929	0.049	
5632.92925	0.049	
5632.9295	0.049	
5632.92975	0.049	
5632.93	0.049	
5632.93025	0.049	
5632.9305	0.049	
5632.93075	0.049	
5632.931	0.049	
5632.93125	0.049	
5632.9315	0.049	
5632.93175	0.049	
5632.932	0.049	
5632.93225	0.049	
5632.9325	0.049	
5632.93275	0.049	
5632.933	0.049	
5632.93325	0.049	
5632.9335	0.049	
5632.93375	0.049	
5632.934	0.049	
5632.93425	0.049	
5632.9345	0.049	
5632.93475	0.049	
5632.935	0.049	
5632.93525	0.049	
5632.9355	0.049	
5632.93575	0.049	
5632.936	0.049	
5632.93625	0.049	
5632.9365	0.049	
5632.93675	0.049	
5632.937	0.049	
5632.93725	0.049	
5632.9375	0.049	
5632.93775	0.049	
5632.938	0.049	
5632.93825	0.049	
5632.9385	0.049	
5632.93875	0.049	
5632.939	0.049	
5632.93925	0.049	
5632.9395	0.049	
5632.93975	0.049	
5632.94	0.049	
5632.94025	0.049	
5632.9405	0.049	
5632.94075	0.049	
5632.941	0.049	
5632.94125	0.049	
5632.9415	0.049	
5632.94175	0.049	
5632.942	0.048	
5632.94225	0.049	
5632.9425	0.049	
5632.94275	0.049	
5632.943	0.049	
5632.94325	0.049	
5632.9435	0.049	
5632.94375	0.049	
5632.944	0.049	
5632.94425	0.049	
5632.9445	0.049	
5632.94475	0.048	
5632.945	0.049	
5632.94525	0.049	
5632.9455	0.049	
5632.94575	0.049	
5632.946	0.049	
5632.94625	0.049	
5632.9465	0.048	
5632.94675	0.049	
5632.947	0.049	
5632.94725	0.048	
5632.9475	0.049	
5632.94775	0.048	
5632.948	0.048	
5632.94825	0.049	
5632.9485	0.048	
5632.94875	0.049	
5632.949	0.048	
5632.94925	0.048	
5632.9495	0.048	
5632.94975	0.048	
5632.95	0.048	
5632.95025	0.048	
5632.9505	0.048	
5632.95075	0.048	
5632.951	0.048	
5632.95125	0.048	
5632.9515	0.048	
5632.95175	0.048	
5632.952	0.048	
5632.95225	0.048	
5632.9525	0.048	
5632.95275	0.048	
5632.953	0.048	
5632.95325	0.048	
5632.9535	0.048	
5632.95375	0.048	
5632.954	0.048	
5632.95425	0.048	
5632.9545	0.048	
5632.95475	0.048	
5632.955	0.048	
5632.95525	0.048	
5632.9555	0.048	
5632.95575	0.048	
5632.956	0.048	
5632.95625	0.048	
5632.9565	0.048	
5632.95675	0.048	
5632.957	0.048	
5632.95725	0.048	
5632.9575	0.048	
5632.95775	0.048	
5632.958	0.048	
5632.95825	0.048	
5632.9585	0.048	
5632.95875	0.048	
5632.959	0.048	
5632.95925	0.048	
5632.9595	0.048	
5632.95975	0.048	
5632.96	0.048	
5632.96025	0.048	
5632.9605	0.048	
5632.96075	0.048	
5632.961	0.048	
5632.96125	0.048	
5632.9615	0.048	
5632.96175	0.048	
5632.962	0.048	
5632.96225	0.048	
5632.9625	0.048	
5632.96275	0.048	
5632.963	0.048	
5632.96325	0.048	
5632.9635	0.048	
5632.96375	0.048	
5632.964	0.048	
5632.96425	0.048	
5632.9645	0.048	
5632.96475	0.048	
5632.965	0.048	
5632.96525	0.048	
5632.9655	0.048	
5632.96575	0.048	
5632.966	0.048	
5632.96625	0.048	
5632.9665	0.048	
5632.96675	0.048	
5632.967	0.048	
5632.96725	0.048	
5632.9675	0.048	
5632.96775	0.048	
5632.968	0.048	
5632.96825	0.048	
5632.9685	0.048	
5632.96875	0.048	
5632.969	0.048	
5632.96925	0.048	
5632.9695	0.048	
5632.96975	0.048	
5632.97	0.048	
5632.97025	0.048	
5632.9705	0.048	
5632.97075	0.048	
5632.971	0.048	
5632.97125	0.048	
5632.9715	0.048	
5632.97175	0.048	
5632.972	0.048	
5632.97225	0.048	
5632.9725	0.048	
5632.97275	0.048	
5632.973	0.048	
5632.97325	0.048	
5632.9735	0.048	
5632.97375	0.048	
